"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","question_order","view_history","success","timeout","failed_images","failed_audio","failed_video","stimulus","block","trial_number","state","choice","rewarded","state1_action","state2_visited","state1_key","state2_key","state1_rt","state2_rt","two_arm_score","jar","bead","previous_bead","correct","highH_score","lowH_score","total_bonus"
"html-keyboard-response","136","73496","0.0-4.0-10.10-0.10-1.10-2.10-1.10","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/red_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1_deact.png')""></div><div id=""jspsych-space-daw-top-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/noreward.png')""></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/red_stim_2.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" class=""jspsych-space-daw-bottom-stim-border"" style=""background-image: url('./tasks/two-arm-new/img/red_stim_1_sad.png')""></div></div><p>Score: 2</p>","two_arm_exp","11","","3","0","1","2","j","j","194","14","","","","","","","",""
"html-keyboard-response","137","74090","0.0-4.0-10.11-0.11-0.11","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","593","","j","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/earth_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" ></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_2.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1.png')""></div></div><p>Score: 2</p>","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","138","74599","0.0-4.0-10.11-0.11-1.11-0.11","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/earth_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" ></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_2.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" class=""jspsych-space-daw-bottom-stim-border"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1.png')""></div></div><p>Score: 2</p>","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","139","76615","0.0-4.0-10.11-0.11-1.11-1.11","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/red_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1_deact.png')""></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/red_stim_2.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/red_stim_1.png')""></div></div><p>Score: 2</p>","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","140","78628","0.0-4.0-10.11-0.11-1.11-3.11-0.11","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","438","","j","","","","","","","","<div align=center>Please respond within 2 seconds.<br><br>Trial will now repeat.</div>","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","141","80640","0.0-4.0-10.11-0.11-2.11-0.11","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","87","","j","","","","","","","","<div align=center>Please respond within 2 seconds.<br><br>Trial will now repeat.</div>","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","142","80715","0.0-4.0-10.12-0.12-0.12","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","74","","j","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/earth_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" ></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_2.png')""></div></div><p>Score: 2</p>","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","143","81230","0.0-4.0-10.12-0.12-1.12-0.12","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/earth_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" ></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" class=""jspsych-space-daw-bottom-stim-border"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_2.png')""></div></div><p>Score: 2</p>","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","144","81239","0.0-4.0-10.12-0.12-1.12-1.12","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","8","","j","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/purple_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_2_deact.png')""></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_1.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_2.png')""></div></div><p>Score: 2</p>","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","145","81744","0.0-4.0-10.12-0.12-1.12-2.12-0.12","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/purple_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_2_deact.png')""></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_1.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" class=""jspsych-space-daw-bottom-stim-border"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_2.png')""></div></div><p>Score: 2</p>","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","146","82751","0.0-4.0-10.12-0.12-1.12-2.12-1.12","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/purple_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_2_deact.png')""></div><div id=""jspsych-space-daw-top-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/noreward.png')""></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_1.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" class=""jspsych-space-daw-bottom-stim-border"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_2_sad.png')""></div></div><p>Score: 2</p>","two_arm_exp","12","","2","0","2","1","j","j","74","8","2","","","","","","",""
"instructions","147","82765","0.0-4.0-11.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","14","","","","[{""page_index"":0,""viewing_time"":14}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","148","83132","0.0-5.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","366","","","","[{""page_index"":0,""viewing_time"":191},{""page_index"":1,""viewing_time"":175}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","149","83309","0.0-6.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","178","","","","[{""page_index"":0,""viewing_time"":178}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","150","83351","0.0-7.0-0.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","","","","","","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","",""
"instructions","151","85431","0.0-7.0-1.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","2081","","","","[{""page_index"":0,""viewing_time"":130},{""page_index"":1,""viewing_time"":206},{""page_index"":2,""viewing_time"":185},{""page_index"":3,""viewing_time"":194},{""page_index"":4,""viewing_time"":187},{""page_index"":5,""viewing_time"":186},{""page_index"":6,""viewing_time"":175},{""page_index"":7,""viewing_time"":184},{""page_index"":8,""viewing_time"":162},{""page_index"":9,""viewing_time"":165},{""page_index"":10,""viewing_time"":148},{""page_index"":11,""viewing_time"":159}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","152","89080","0.0-7.0-2.0-0.0-0.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","3648","","1","","","","","","","","<div align=center>Your goal is to predict…?<br><br></div>","","","","","","","","","","","","","","","","","","",""
"html-button-response","153","92078","0.0-7.0-2.0-1.0-0.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","971","","2","","","","","","","","<div align=center>In the jar with mostly white beads, there are ___% white beads and ___% black beads?<br><br></div>","","","","","","","","","","","","","","","","","","",""
"html-button-response","154","93068","0.0-7.0-2.0-2.0-0.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","771","","0","","","","","","","","<div align=center>When there is a 1% probability that the jars will switch, the next bead will most likely be drawn from the…<br><br></div>","","","","","","","","","","","","","","","","","","",""
"html-button-response","155","94026","0.0-7.0-2.0-3.0-0.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","796","","1","","","","","","","","<div align=center>When there is a 99% probability that the jars will switch, the next bead will most likely be drawn from the…<br><br></div>","","","","","","","","","","","","","","","","","","",""
"instructions","156","95395","0.0-7.0-3.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","1155","","","","[{""page_index"":0,""viewing_time"":1155}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","157","96197","0.0-7.0-4.0-0.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","802",""," ","","","","","","","","<div align=center>In this practice block, there will be a <b>10% chance</b> that the jar on the next trial will be different from the jar on the current trial.<br><br></div>","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","158","96641","0.0-7.0-4.0-1.0-0.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","440","","j","","","","","","","","./tasks/HMM-beads/Images/NoChoice.png","practice","0","","2","","","","","","","","","1","1","0","false","","",""
"image-keyboard-response","159","96954","0.0-7.0-4.0-1.0-1.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","160","97460","0.0-7.0-4.0-1.0-2.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","161","97603","0.0-7.0-4.0-1.0-0.1","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","138","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","1","","2","","","","","","","","","1","1","1","false","","",""
"image-keyboard-response","162","97918","0.0-7.0-4.0-1.0-1.1","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","163","98433","0.0-7.0-4.0-1.0-2.1","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","164","98520","0.0-7.0-4.0-1.0-0.2","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","87","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","2","","2","","","","","","","","","1","2","1","true","","",""
"image-keyboard-response","165","98827","0.0-7.0-4.0-1.0-1.2","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","166","99332","0.0-7.0-4.0-1.0-2.2","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","167","99427","0.0-7.0-4.0-1.0-0.3","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","90","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","3","","1","","","","","","","","","1","1","2","true","","",""
"image-keyboard-response","168","99740","0.0-7.0-4.0-1.0-1.3","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","169","100245","0.0-7.0-4.0-1.0-2.3","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","170","100374","0.0-7.0-4.0-1.0-0.4","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","130","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","4","","1","","","","","","","","","1","2","1","false","","",""
"image-keyboard-response","171","100687","0.0-7.0-4.0-1.0-1.4","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","172","101192","0.0-7.0-4.0-1.0-2.4","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","173","102375","0.0-7.0-4.0-2.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","1183",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","174","103107","0.0-7.0-5.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","730","","","","[{""page_index"":0,""viewing_time"":548},{""page_index"":1,""viewing_time"":182}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","175","103918","0.0-7.0-6.0-0.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","811",""," ","","","","","","","","<div align=center>In this block, there will be a <b>99%</b> chance that the jar on the next trial will be different from the jar on the current trial.<br><br></div>","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","176","104240","0.0-7.0-6.0-1.0-0.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","322","","f","","","","","","","","./tasks/HMM-beads/Images/NoChoice.png","highH","0","","1","","","","","","","","","1","1","0","true","","",""
"image-keyboard-response","177","104554","0.0-7.0-6.0-1.0-1.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","178","105056","0.0-7.0-6.0-1.0-2.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","179","105181","0.0-7.0-6.0-1.0-0.1","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","124","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","1","","1","","","","","","","","","2","1","1","true","","",""
"image-keyboard-response","180","105497","0.0-7.0-6.0-1.0-1.1","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","181","106000","0.0-7.0-6.0-1.0-2.1","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","182","106132","0.0-7.0-6.0-1.0-0.2","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","132","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","2","","1","","","","","","","","","1","1","1","true","","",""
"image-keyboard-response","183","106440","0.0-7.0-6.0-1.0-1.2","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","184","106942","0.0-7.0-6.0-1.0-2.2","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","185","107140","0.0-7.0-6.0-1.0-0.3","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","196","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","3","","1","","","","","","","","","2","2","1","false","","",""
"image-keyboard-response","186","107441","0.0-7.0-6.0-1.0-1.3","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","187","107944","0.0-7.0-6.0-1.0-2.3","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","188","108107","0.0-7.0-6.0-1.0-0.4","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","162","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","4","","1","","","","","","","","","1","1","2","true","","",""
"image-keyboard-response","189","108418","0.0-7.0-6.0-1.0-1.4","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","190","108922","0.0-7.0-6.0-1.0-2.4","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","191","108978","0.0-7.0-6.0-1.0-0.5","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","56","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","5","","1","","","","","","","","","2","2","1","false","","",""
"image-keyboard-response","192","109285","0.0-7.0-6.0-1.0-1.5","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","193","109800","0.0-7.0-6.0-1.0-2.5","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","194","109924","0.0-7.0-6.0-1.0-0.6","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","122","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","6","","1","","","","","","","","","1","1","2","true","","",""
"image-keyboard-response","195","110226","0.0-7.0-6.0-1.0-1.6","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","196","110728","0.0-7.0-6.0-1.0-2.6","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","197","110975","0.0-7.0-6.0-1.0-0.7","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","246","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","7","","1","","","","","","","","","2","2","1","false","","",""
"image-keyboard-response","198","111278","0.0-7.0-6.0-1.0-1.7","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","199","111793","0.0-7.0-6.0-1.0-2.7","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","200","111929","0.0-7.0-6.0-1.0-0.8","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","136","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","8","","1","","","","","","","","","1","1","2","true","","",""
"image-keyboard-response","201","112241","0.0-7.0-6.0-1.0-1.8","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","202","112758","0.0-7.0-6.0-1.0-2.8","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","203","112833","0.0-7.0-6.0-1.0-0.9","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","75","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","9","","1","","","","","","","","","2","2","1","false","","",""
"image-keyboard-response","204","113140","0.0-7.0-6.0-1.0-1.9","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","205","113652","0.0-7.0-6.0-1.0-2.9","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","206","113844","0.0-7.0-6.0-1.0-0.10","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","191","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","10","","1","","","","","","","","","1","1","2","true","","",""
"image-keyboard-response","207","114148","0.0-7.0-6.0-1.0-1.10","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","208","114658","0.0-7.0-6.0-1.0-2.10","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","209","114821","0.0-7.0-6.0-1.0-0.11","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","162","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","11","","1","","","","","","","","","2","1","1","true","","",""
"image-keyboard-response","210","115125","0.0-7.0-6.0-1.0-1.11","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","211","115634","0.0-7.0-6.0-1.0-2.11","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","212","116438","0.0-7.0-6.0-2.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","804",""," ","","","","","","","","","","","","","","","","","","","","","","","","","8","",""
"instructions","213","120435","0.0-7.0-7.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","3995","","","","[{""page_index"":0,""viewing_time"":2020},{""page_index"":1,""viewing_time"":1015},{""page_index"":2,""viewing_time"":960}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","214","121112","0.0-7.0-8.0-0.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","675",""," ","","","","","","","","<div align=center>In this block, there will be a <b>1% chance</b> that the jar on the next trial will be different from the jar on the current trial.<br><br></div>","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","215","121315","0.0-7.0-8.0-1.0-0.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","202","","f","","","","","","","","./tasks/HMM-beads/Images/NoChoice.png","lowH","0","","1","","","","","","","","","2","2","0","false","","",""
"image-keyboard-response","216","121618","0.0-7.0-8.0-1.0-1.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
