"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","question_order","view_history","success","timeout","failed_images","failed_audio","failed_video","stimulus","block","trial_number","jar","bead","previous_bead","choice","correct","highH_score","lowH_score","state","rewarded","state1_action","state2_visited","state1_key","state2_key","state1_rt","state2_rt","two_arm_score","total_bonus"
"image-keyboard-response","92","644999","0.0-4.0-6.0-1.0-2.4","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","93","646686","0.0-4.0-6.0-1.0-0.5","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","1683","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","5","2","2","1","1","false","","","","","","","","","","","",""
"image-keyboard-response","94","646991","0.0-4.0-6.0-1.0-1.5","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","95","647496","0.0-4.0-6.0-1.0-2.5","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","96","649199","0.0-4.0-6.0-1.0-0.6","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","1699","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","6","1","1","2","2","false","","","","","","","","","","","",""
"image-keyboard-response","97","649503","0.0-4.0-6.0-1.0-1.6","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","98","650028","0.0-4.0-6.0-1.0-2.6","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","99","651262","0.0-4.0-6.0-1.0-0.7","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","1230","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","7","2","2","1","1","false","","","","","","","","","","","",""
"image-keyboard-response","100","651567","0.0-4.0-6.0-1.0-1.7","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","101","652072","0.0-4.0-6.0-1.0-2.7","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","102","652574","0.0-4.0-6.0-1.0-0.8","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","498","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","8","1","1","2","2","false","","","","","","","","","","","",""
"image-keyboard-response","103","652878","0.0-4.0-6.0-1.0-1.8","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","104","653382","0.0-4.0-6.0-1.0-2.8","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","105","654333","0.0-4.0-6.0-1.0-0.9","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","946","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","9","2","2","1","2","true","","","","","","","","","","","",""
"image-keyboard-response","106","654638","0.0-4.0-6.0-1.0-1.9","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","107","655143","0.0-4.0-6.0-1.0-2.9","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","108","657214","0.0-4.0-6.0-1.0-0.10","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","2042","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","10","1","1","2","1","true","","","","","","","","","","","",""
"image-keyboard-response","109","657519","0.0-4.0-6.0-1.0-1.10","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","110","658024","0.0-4.0-6.0-1.0-2.10","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","111","659679","0.0-4.0-6.0-1.0-0.11","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","1651","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","11","2","1","1","1","true","","","","","","","","","","","",""
"image-keyboard-response","112","659984","0.0-4.0-6.0-1.0-1.11","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","113","660489","0.0-4.0-6.0-1.0-2.11","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","114","662302","0.0-4.0-6.0-1.0-0.12","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","1809","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","12","1","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","115","662606","0.0-4.0-6.0-1.0-1.12","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","116","663111","0.0-4.0-6.0-1.0-2.12","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","117","664317","0.0-4.0-6.0-1.0-0.13","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","1203","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","13","2","2","1","2","true","","","","","","","","","","","",""
"image-keyboard-response","118","664621","0.0-4.0-6.0-1.0-1.13","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","119","665127","0.0-4.0-6.0-1.0-2.13","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","120","666334","0.0-4.0-6.0-1.0-0.14","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","1203","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","14","1","1","2","2","false","","","","","","","","","","","",""
"image-keyboard-response","121","666639","0.0-4.0-6.0-1.0-1.14","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","122","667145","0.0-4.0-6.0-1.0-2.14","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","123","668382","0.0-4.0-6.0-1.0-0.15","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","1232","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","15","2","2","1","1","false","","","","","","","","","","","",""
"image-keyboard-response","124","668687","0.0-4.0-6.0-1.0-1.15","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","125","669192","0.0-4.0-6.0-1.0-2.15","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","126","670767","0.0-4.0-6.0-1.0-0.16","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","1570","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","16","1","1","2","2","false","","","","","","","","","","","",""
"image-keyboard-response","127","671072","0.0-4.0-6.0-1.0-1.16","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","128","671576","0.0-4.0-6.0-1.0-2.16","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","129","675598","0.0-4.0-6.0-1.0-0.17","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","4018","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","17","2","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","130","675902","0.0-4.0-6.0-1.0-1.17","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","131","676407","0.0-4.0-6.0-1.0-2.17","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","132","677246","0.0-4.0-6.0-1.0-0.18","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","834","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","18","1","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","133","677551","0.0-4.0-6.0-1.0-1.18","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","134","678056","0.0-4.0-6.0-1.0-2.18","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","135","678414","0.0-4.0-6.0-1.0-0.19","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","354","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","19","2","2","1","1","false","","","","","","","","","","","",""
"image-keyboard-response","136","678719","0.0-4.0-6.0-1.0-1.19","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","137","679224","0.0-4.0-6.0-1.0-2.19","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","138","680717","0.0-4.0-6.0-1.0-0.20","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","1489","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","20","1","1","2","1","true","","","","","","","","","","","",""
"image-keyboard-response","139","681022","0.0-4.0-6.0-1.0-1.20","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","140","681527","0.0-4.0-6.0-1.0-2.20","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","141","682142","0.0-4.0-6.0-1.0-0.21","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","611","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","21","2","2","1","1","false","","","","","","","","","","","",""
"image-keyboard-response","142","682446","0.0-4.0-6.0-1.0-1.21","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","143","682965","0.0-4.0-6.0-1.0-2.21","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","144","683614","0.0-4.0-6.0-1.0-0.22","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","644","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","22","1","1","2","1","true","","","","","","","","","","","",""
"image-keyboard-response","145","683918","0.0-4.0-6.0-1.0-1.22","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","146","684423","0.0-4.0-6.0-1.0-2.22","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","147","689949","0.0-4.0-6.0-1.0-0.23","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","5522","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","23","2","2","1","2","true","","","","","","","","","","","",""
"image-keyboard-response","148","690254","0.0-4.0-6.0-1.0-1.23","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","149","690759","0.0-4.0-6.0-1.0-2.23","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
